step,time,route_name,spawn_index,controller_type,tuning_value,x,y,yaw_deg,steer,throttle,brake,cross_track_error,heading_error_deg,closest_waypoint,target_waypoint,speed,distance_to_goal
23,1.1500000000000001,ccurve,247,pure_pursuit,10.0,250.81663513183594,-310.9734802246094,-179.41363525390625,5.6165346476798724e-05,0.35,0.0,0.03909503059058402,0.0034179687499853754,0,6,1.0094447433266958,79.24894838441013
24,1.2000000000000002,ccurve,247,pure_pursuit,10.0,250.75218200683594,-310.97406005859375,-179.40280151367188,-0.0001107210173518336,0.35,0.0,0.1035507475449878,-0.007415771484332366,0,6,1.4261253600527357,79.30177271316067
25,1.25,ccurve,247,pure_pursuit,10.0,250.6707763671875,-310.97479248046875,-179.385986328125,-0.0003715186289555428,0.35,0.0,0.18495967770402227,-0.02423095703122629,0,6,1.7459003375585367,79.36851554971277
26,1.3,ccurve,247,pure_pursuit,10.0,250.57833862304688,-310.97576904296875,-179.38763427734375,-0.0003469793825642326,0.35,0.0,0.2774025261244577,-0.022583007812519693,0,6,1.9184306218486296,79.44442045592841
27,1.35,ccurve,247,pure_pursuit,10.0,250.4788360595703,-310.976806640625,-179.38510131835938,-0.0003884341483041295,0.35,0.0,0.376910479015893,-0.025115966796865678,0,6,2.0412123957369253,79.52615786737756
28,1.4000000000000001,ccurve,247,pure_pursuit,10.0,250.37318420410156,-310.9779052734375,-179.38697814941406,-0.0003591613047540783,0.35,0.0,0.48256803530124714,-0.023239135742213472,0,6,2.1601535551895803,79.61298917696766
29,1.4500000000000002,ccurve,247,pure_pursuit,10.0,250.26239013671875,-310.9790954589844,-179.3883056640625,-0.0003417897283140983,0.35,0.0,0.5933684698456947,-0.021911621093779834,0,6,2.253028430359781,79.70411750216375
30,1.5,ccurve,247,pure_pursuit,10.0,250.1468505859375,-310.98028564453125,-179.38916015625,-0.000328094397977544,0.35,0.0,0.7089141492046718,-0.0210571289062326,0,6,2.349936314812726,79.79917262414695
31,1.55,ccurve,247,pure_pursuit,10.0,250.02696228027344,-310.9815673828125,-179.39004516601562,-0.00031774606654463936,0.35,0.0,0.8288092918073929,-0.020172119140593213,0,6,2.4303822460222726,79.8978895210692
32,1.6,ccurve,247,pure_pursuit,10.0,249.90283203125,-310.9828186035156,-179.3909454345703,-0.00030108007281735963,0.35,0.0,0.9529458454333354,-0.019271850585958636,0,6,2.5187540524035206,80.00011660402176
33,1.6500000000000001,ccurve,247,pure_pursuit,10.0,249.77464294433594,-310.98419189453125,-179.39181518554688,-0.00029158795518360994,0.35,0.0,0.9188570012833568,-0.018402099609365327,1,6,2.5937096278558323,80.10579793542213
34,1.7000000000000002,ccurve,247,pure_pursuit,10.0,249.6424560546875,-310.9855651855469,-179.39271545410156,-0.00027821594761477485,0.35,0.0,0.786662978531808,-0.01750183105467986,1,6,2.67752695323095,80.21481930303584
35,1.75,ccurve,247,pure_pursuit,10.0,249.50643920898438,-310.98699951171875,-179.39352416992188,-0.00026819402765772114,0.35,0.0,0.650638574585492,-0.016693115234372637,1,6,2.749349276907944,80.32708424489728
36,1.8,ccurve,247,pure_pursuit,10.0,249.36656188964844,-310.98846435546875,-179.3944091796875,-0.00025622409242226184,0.35,0.0,0.5107535888409511,-0.01580810546873325,1,6,2.8300901591821113,80.44260618141276
37,1.85,ccurve,247,pure_pursuit,10.0,249.2229766845703,-310.98992919921875,-179.39520263671875,-0.0002424050894744132,0.35,0.0,0.3671609118782987,-0.015014648437522995,1,6,2.8996559542813327,80.56124854190492
38,1.9000000000000001,ccurve,247,pure_pursuit,10.0,249.07562255859375,-310.9914855957031,-179.3960418701172,-0.00023255447080013444,0.35,0.0,0.21979858065904892,-0.014175415039072728,1,6,2.9778690689190084,80.68311971356302
39,1.9500000000000002,ccurve,247,pure_pursuit,10.0,248.92474365234375,-310.9930725097656,-179.39683532714844,-0.0002230192497447758,0.35,0.0,0.06891139441595735,-0.013381958007811584,1,6,3.0455147592504956,80.80799028037515
40,2.0,ccurve,247,pure_pursuit,10.0,248.7701873779297,-310.99462890625,-179.39761352539062,-0.00020791669836269224,0.35,0.0,0.0856528077535952,-0.012603759765596516,1,7,3.121405026280342,80.93595687095956
41,2.0500000000000003,ccurve,247,pure_pursuit,10.0,248.6121368408203,-310.9963073730469,-179.3983612060547,-0.00020005299025000972,0.35,0.0,0.24371225207283487,-0.011856079101524494,1,7,3.1872725685128867,81.06696177254358
42,2.1,ccurve,247,pure_pursuit,10.0,248.4506072998047,-310.99798583984375,-179.3990936279297,-0.00018971814022672895,0.35,0.0,0.40525050644172605,-0.011123657226549438,1,7,3.260916346737862,81.20092891923574
43,2.15,ccurve,247,pure_pursuit,10.0,248.28565979003906,-310.99969482421875,-179.3997802734375,-0.00017978445155342177,0.35,0.0,0.570206865275104,-0.010437011718712613,1,7,3.3250809345713446,81.33783135400657
44,2.2,ccurve,247,pure_pursuit,10.0,248.11727905273438,-311.0014343261719,-179.40048217773438,-0.0001692489957958651,0.35,0.0,0.7385965845771064,-0.0097351074218806,1,7,3.3965171151651243,81.4776876309991
45,2.25,ccurve,247,pure_pursuit,10.0,247.94558715820312,-311.0032043457031,-179.40113830566406,-0.00015917640891677357,0.35,0.0,0.9102976002645844,-0.00907897949218682,1,7,3.459031297411904,81.62040301758871
46,2.3000000000000003,ccurve,247,pure_pursuit,10.0,247.7705535888672,-311.0050354003906,-179.40176391601562,-0.0001518469372436581,0.35,0.0,0.9146582504159875,-0.008453369140585195,2,7,3.528285143618516,81.76602580657452
47,2.35,ccurve,247,pure_pursuit,10.0,247.59231567382812,-311.00689697265625,-179.40237426757812,-0.00014464403598323327,0.35,0.0,0.7364106291745038,-0.007843017578131425,2,7,3.5891984535517634,81.91443118111685
48,2.4000000000000004,ccurve,247,pure_pursuit,10.0,247.41082763671875,-311.00872802734375,-179.40292358398438,-0.00013295482614819658,0.35,0.0,0.5549133566711172,-0.007293701171861967,2,7,3.6562918305489456,82.06562857419638
49,2.45,ccurve,247,pure_pursuit,10.0,247.22622680664062,-311.0106506347656,-179.4034881591797,-0.000126184329837439,0.35,0.0,0.37030254424319214,-0.00672912597654643,2,7,3.715659944386024,82.2195786929515
50,2.5,ccurve,247,pure_pursuit,10.0,247.0384979248047,-311.0126037597656,-179.404052734375,-0.00011935078529846107,0.35,0.0,0.18256359027796873,-0.006164550781230894,2,7,3.7806201138185154,82.37626557133802
51,2.5500000000000003,ccurve,247,pure_pursuit,10.0,246.84774780273438,-311.01458740234375,-179.40455627441406,-0.00010875093720568582,0.35,0.0,0.008200843243920177,-0.005661010742201445,2,8,3.8385065421942794,82.5356063281481
52,2.6,ccurve,247,pure_pursuit,10.0,246.65394592285156,-311.0165710449219,-179.40499877929688,-0.0001010870329615606,0.35,0.0,0.20200916459062995,-0.005218505859356307,2,8,3.901368121821781,82.69761488533588
53,2.6500000000000004,ccurve,247,pure_pursuit,10.0,246.45718383789062,-311.01861572265625,-179.40548706054688,-9.509049387566131e-05,0.35,0.0,0.3987818137755406,-0.004730224609372936,2,8,3.9578571569671785,82.86225481980205
54,2.7,ccurve,247,pure_pursuit,10.0,246.25747680664062,-311.02069091796875,-179.40589904785156,-9.039908325785211e-05,0.35,0.0,0.5984996062878005,-0.004318237304670841,2,8,4.018508431354724,83.02950190389507
55,2.75,ccurve,247,pure_pursuit,10.0,246.05491638183594,-311.0227355957031,-179.40631103515625,-8.087905547852827e-05,0.35,0.0,0.8010703169883343,-0.003906249999968747,2,8,4.073224912167585,83.19925159130065
56,2.8000000000000003,ccurve,247,pure_pursuit,10.0,245.8495330810547,-311.0248718261719,-179.40667724609375,-7.719850173060326e-05,0.35,0.0,0.9935346150540668,-0.0035400390624557737,3,8,4.1314807457961,83.37155139311298
57,2.85,ccurve,247,pure_pursuit,10.0,245.641357421875,-311.02703857421875,-179.4070587158203,-7.351337420340628e-05,0.35,0.0,0.7853476975361766,-0.0031585693358967236,3,8,4.184594029189829,83.54634724631215
58,2.9000000000000004,ccurve,247,pure_pursuit,10.0,245.43045043945312,-311.0291748046875,-179.40736389160156,-6.606783667432709e-05,0.35,0.0,0.5744299013819999,-0.0028533935546698388,3,8,4.240706749790233,83.72355980124243
59,2.95,ccurve,247,pure_pursuit,10.0,245.2168426513672,-311.0313720703125,-179.40771484375,-6.073052011713873e-05,0.35,0.0,0.36081084036765465,-0.0025024414062538324,3,8,4.29239142547682,83.90321909933712
60,3.0,ccurve,247,pure_pursuit,10.0,245.00062561035156,-311.03363037109375,-179.40798950195312,-5.9719168068550087e-05,0.35,0.0,0.14458217963946254,-0.002227783203119103,3,8,4.346468971610262,84.08525345597951
61,3.0500000000000003,ccurve,247,pure_pursuit,10.0,244.7818145751953,-311.035888671875,-179.40829467773438,-5.308065083877991e-05,0.35,0.0,0.07424125988822432,-0.0019226074218413292,3,9,4.396814034031223,84.26962142406934
62,3.1,ccurve,247,pure_pursuit,10.0,244.5604248046875,-311.03814697265625,-179.40855407714844,-4.773212080902325e-05,0.35,0.0,0.2956421516500612,-0.0016632080078035662,3,9,4.4489169126358545,84.45631509419866
63,3.1500000000000004,ccurve,247,pure_pursuit,10.0,244.33651733398438,-311.04046630859375,-179.40878295898438,-4.563410732983174e-05,0.35,0.0,0.5195615946003406,-0.001434326171857958,3,9,4.49798409925467,84.64532133472557
64,3.2,ccurve,247,pure_pursuit,10.0,244.11013793945312,-311.0428161621094,-179.40902709960938,-4.3772618467925236e-05,0.35,0.0,0.7459531702795626,-0.0011901855468662726,3,9,4.5481532521956805,84.83658961788784
65,3.25,ccurve,247,pure_pursuit,10.0,243.88131713867188,-311.0451354980469,-179.40928649902344,-3.7129953533742406e-05,0.35,0.0,0.974785699451152,-0.0009307861328285095,3,9,4.59600150479336,85.03006570038445
66,3.3000000000000003,ccurve,247,pure_pursuit,10.0,243.6500701904297,-311.0474853515625,-179.40943908691406,-3.256576335514571e-05,0.35,0.0,0.7939544439083938,-0.0007781982421641783,4,9,4.644235169838204,85.22577437460562
67,3.35,ccurve,247,pure_pursuit,10.0,243.41647338867188,-311.0499267578125,-179.40963745117188,-3.3027614176009185e-05,0.35,0.0,0.5603449190586276,-0.0005798339843616143,4,9,4.690879449353616,85.42368868977839
68,3.4000000000000004,ccurve,247,pure_pursuit,10.0,243.18055725097656,-311.0523681640625,-179.40980529785156,-3.202858834959932e-05,0.35,0.0,0.32441620960937495,-0.00041198730465120546,4,9,4.737103983199958,85.62373759327828
69,3.45,ccurve,247,pure_pursuit,10.0,242.94235229492188,-311.0548095703125,-179.40997314453125,-2.8973263469538614e-05,0.35,0.0,0.08619906030594449,-0.00024414062499168555,4,9,4.78237289245954,85.82589954095002
70,3.5,ccurve,247,pure_pursuit,10.0,242.701904296875,-311.0572509765625,-179.41009521484375,-1.9721092284082102e-05,0.35,0.0,0.15426196611834775,-0.00012207031247039834,4,10,4.826960892536384,86.03013999670318
71,3.5500000000000003,ccurve,247,pure_pursuit,10.0,242.45925903320312,-311.05975341796875,-179.41021728515625,-1.8506738673631656e-05,0.35,0.0,0.39692001914628633,0.0,4,10,4.870838539431488,86.23645689070536
72,3.6,ccurve,247,pure_pursuit,10.0,242.2144317626953,-311.0622863769531,-179.4103546142578,-1.7733677810500043e-05,0.35,0.0,0.6417603673610675,0.0001373291015673648,4,10,4.914046545959753,86.44482468168248
73,3.6500000000000004,ccurve,247,pure_pursuit,10.0,241.9674530029297,-311.0648498535156,-179.41046142578125,-1.8206338922823537e-05,0.35,0.0,0.8887524211977319,0.00024414062504257445,4,10,4.956602169600263,86.6552212315039
74,3.7,ccurve,247,pure_pursuit,10.0,241.71836853027344,-311.0673828125,-179.41058349609375,-1.4134015983446999e-05,0.35,0.0,0.8621495817245645,0.00036621093751297275,5,10,4.998522097365508,86.867578962608
75,3.75,ccurve,247,pure_pursuit,10.0,241.4672393798828,-311.0699462890625,-179.41062927246094,-1.200442418603482e-05,0.35,0.0,0.6110073543345984,0.0004119873047020944,5,10,5.039682994847247,87.08188212956539
76,3.8000000000000003,ccurve,247,pure_pursuit,10.0,241.21414184570312,-311.0726013183594,-179.4117431640625,9.70242570084648e-07,0.35,0.0,0.3578959601424523,0.0015258789062362014,5,10,5.07123183397541,87.29810150533767
77,3.85,ccurve,247,pure_pursuit,10.0,240.962890625,-311.0751647949219,-179.4114227294922,-2.6618633810656865e-06,0.35,0.0,0.10663184175196894,0.0012054443359632392,5,10,5.029269180130349,87.5129012476177
78,3.9000000000000004,ccurve,247,pure_pursuit,10.0,240.711181640625,-311.0777587890625,-179.41163635253906,4.718445289406494e-06,0.35,0.0,0.14509099426154348,0.0014190673828118807,5,11,4.995145246779412,87.72830017834404
79,3.95,ccurve,247,pure_pursuit,10.0,240.4583740234375,-311.0804138183594,-179.41494750976562,5.314716685729229e-05,0.35,0.0,0.3979124508587799,0.004730224609372936,5,11,5.065958717440459,87.94485952545932
80,4.0,ccurve,247,pure_pursuit,10.0,240.20726013183594,-311.0829772949219,-179.41632080078125,7.635699181010904e-05,0.35,0.0,0.6490393728276743,0.006103515624995694,5,11,5.047209142936102,88.16012054160119
81,4.05,ccurve,247,pure_pursuit,10.0,239.95428466796875,-311.0855712890625,-179.4153594970703,6.132805109804842e-05,0.35,0.0,0.9020281158115617,0.00514221191407503,5,11,5.038929209082083,88.3771747355528
82,4.1000000000000005,ccurve,247,pure_pursuit,10.0,239.70321655273438,-311.0881652832031,-179.42428588867188,0.00020286295533473192,0.35,0.0,0.846889724578144,0.014068603515648408,6,11,5.0577193612421025,88.59279110305899
83,4.15,ccurve,247,pure_pursuit,10.0,239.44932556152344,-311.09075927734375,-179.4250946044922,0.0002169624023663482,0.35,0.0,0.592985492339266,0.01487731933595563,6,11,5.064956591164292,88.81100612121162
84,4.2,ccurve,247,pure_pursuit,10.0,239.198486328125,-311.0932922363281,-179.4236602783203,0.0001978614327137163,0.35,0.0,0.3421334806053597,0.013442993164046783,6,11,4.9888184372502,89.02676860131474
85,4.25,ccurve,247,pure_pursuit,10.0,238.9437255859375,-311.09588623046875,-179.4228973388672,0.00018781073487965534,0.35,0.0,0.08735963774370198,0.012680053710928682,6,11,5.120350321831656,89.24610308313673
86,4.3,ccurve,247,pure_pursuit,10.0,238.69061279296875,-311.09844970703125,-179.4220428466797,0.00017822162403010415,0.35,0.0,0.16576633880786779,0.01182556152343234,6,12,5.035101198551074,89.46419768085998
87,4.3500000000000005,ccurve,247,pure_pursuit,10.0,238.4393310546875,-311.1009826660156,-179.42115783691406,0.00016807601930765253,0.35,0.0,0.417060796433587,0.01094055175784384,6,12,5.02171962497155,89.68089046701319
88,4.4,ccurve,247,pure_pursuit,10.0,238.18508911132812,-311.10357666015625,-179.4202423095703,0.0001551464156782575,0.35,0.0,0.6713159671263758,0.010025024414061407,6,12,5.138436287529885,89.90033531515141
89,4.45,ccurve,247,pure_pursuit,10.0,237.92933654785156,-311.106201171875,-179.41937255859375,0.00014178860873061567,0.35,0.0,0.9270819955206265,0.009155273437518987,6,12,5.105631962021047,90.12127637030973
90,4.5,ccurve,247,pure_pursuit,10.0,237.67587280273438,-311.1087951660156,-179.41854858398438,0.00012977987949984918,0.35,0.0,0.8194399490310029,0.008331298828114798,7,12,5.047563620755331,90.34041786128947
91,4.55,ccurve,247,pure_pursuit,10.0,237.423583984375,-311.111328125,-179.4177703857422,0.00012280570455844373,0.35,0.0,0.5671384230903411,0.007553100585950619,7,12,5.046423000518716,90.55869650160287
92,4.6000000000000005,ccurve,247,pure_pursuit,10.0,237.1725311279297,-311.1138916015625,-179.41709899902344,0.00011396518183256865,0.35,0.0,0.3160724825835843,0.006881713867210762,7,12,5.005280019151571,90.77610269846875
93,4.65,ccurve,247,pure_pursuit,10.0,236.92138671875,-311.1164245605469,-179.4164581298828,0.00010857315162795022,0.35,0.0,0.06491537217625487,0.0062408447265630594,7,12,5.072416993169765,90.99374561430925
94,4.7,ccurve,247,pure_pursuit,10.0,236.66294860839844,-311.11907958984375,-179.4158172607422,9.841299216107101e-05,0.35,0.0,0.19353647081373507,0.005599975585915357,7,13,5.165733072296075,91.21791364710569
95,4.75,ccurve,247,pure_pursuit,10.0,236.40499877929688,-311.1217041015625,-179.415283203125,9.251191775214084e-05,0.35,0.0,0.4514996423828149,0.005065917968793753,7,13,5.155671164755461,91.44182570814094
96,4.800000000000001,ccurve,247,pure_pursuit,10.0,236.1487274169922,-311.1243591308594,-179.4147186279297,8.236128263966171e-05,0.35,0.0,0.7077847473030525,0.0045013427734782166,7,13,5.107159154492791,91.6644820135495
97,4.8500000000000005,ccurve,247,pure_pursuit,10.0,235.89321899414062,-311.126953125,-179.4142303466797,7.779594828921431e-05,0.35,0.0,0.9633063372634711,0.004013061523443957,7,13,5.112862271201473,91.88662326414057
98,4.9,ccurve,247,pure_pursuit,10.0,235.638671875,-311.1296081542969,-179.4137420654297,6.735257286927845e-05,0.35,0.0,0.7821319967309577,0.0035247802734096963,8,13,5.077494484265497,92.10813636240684
99,4.95,ccurve,247,pure_pursuit,10.0,235.3843231201172,-311.1322326660156,-179.41336059570312,6.097024887830378e-05,0.35,0.0,0.5277697052624964,0.003143310546850646,8,13,5.093407618716689,92.32963281811928
100,5.0,ccurve,247,pure_pursuit,10.0,235.13050842285156,-311.1348876953125,-179.41297912597656,5.1360158494595537e-05,0.35,0.0,0.273941122907202,0.0027618408202915957,8,13,5.06617263293087,92.5508506204787
101,5.050000000000001,ccurve,247,pure_pursuit,10.0,234.87657165527344,-311.13751220703125,-179.4126739501953,4.5700030214129016e-05,0.35,0.0,0.019990900547572875,0.002456665039064711,8,13,5.088162325426258,92.77232609803525
102,5.1000000000000005,ccurve,247,pure_pursuit,10.0,234.62286376953125,-311.14013671875,-179.41241455078125,3.81918882117068e-05,0.35,0.0,0.2337306847064886,0.0021972656249760586,8,14,5.065725960465989,92.99376892855567
103,5.15,ccurve,247,pure_pursuit,10.0,234.3688201904297,-311.1427917480469,-179.4121551513672,3.093127754640415e-05,0.35,0.0,0.4877881278025969,0.0019378662109382958,8,14,5.091253919678225,93.21568302490127
104,5.2,ccurve,247,pure_pursuit,10.0,234.11485290527344,-311.1454162597656,-179.41195678710938,2.692777485583436e-05,0.35,0.0,0.7417689730733574,0.0017395019531357319,8,14,5.071585199712881,93.43767945218082
105,5.25,ccurve,247,pure_pursuit,10.0,233.86045837402344,-311.1480712890625,-179.41175842285156,2.070999726858106e-05,0.35,0.0,0.99617735661454,0.001541137695282279,8,14,5.099121196469203,93.66022516621503
106,5.300000000000001,ccurve,247,pure_pursuit,10.0,233.60606384277344,-311.15069580078125,-179.41163635253906,1.8171302064367723e-05,0.35,0.0,0.74941353745078,0.0014190673828118807,9,14,5.081020870669618,93.88291773944961
107,5.3500000000000005,ccurve,247,pure_pursuit,10.0,233.3511505126953,-311.1533203125,-179.41151428222656,1.6070452256113005e-05,0.35,0.0,0.4944866981916602,0.0012969970703414822,9,14,5.109659823983601,94.10622311711325
108,5.4,ccurve,247,pure_pursuit,10.0,233.09620666503906,-311.1559753417969,-179.41151428222656,1.3211427451605964e-05,0.35,0.0,0.23952903992967092,0.0012969970703414822,9,14,5.092429827153031,94.32973036137433
109,5.45,ccurve,247,pure_pursuit,10.0,232.84071350097656,-311.1585998535156,-179.41136169433594,1.3242667930791044e-05,0.35,0.0,0.015977817488441286,0.001144409179677151,9,15,5.121648157514513,94.55386114450951
110,5.5,ccurve,247,pure_pursuit,10.0,232.58514404296875,-311.1612243652344,-179.41136169433594,1.3626493374037838e-05,0.35,0.0,0.2715605622015011,0.001144409179677151,9,15,5.10488694650147,94.7782173271982
111,5.550000000000001,ccurve,247,pure_pursuit,10.0,232.32904052734375,-311.1638488769531,-179.41122436523438,1.2269234193201414e-05,0.35,0.0,0.527677518688758,0.001007080078160675,9,15,5.134382875229601,95.0031979217545
112,5.6000000000000005,ccurve,247,pure_pursuit,10.0,232.0728302001953,-311.16650390625,-179.4111328125,9.27841562067882e-06,0.35,0.0,0.7839016018981653,0.000915527343782432,9,15,5.117860093411593,95.22844402319093
113,5.65,ccurve,247,pure_pursuit,10.0,231.81605529785156,-311.16912841796875,-179.4110870361328,9.987048869001872e-06,0.35,0.0,0.9593093640904484,0.0008697509765424214,10,15,5.147458474386202,95.45432563393878
114,5.7,ccurve,247,pure_pursuit,10.0,231.55917358398438,-311.1717834472656,-179.4110107421875,7.75681275648395e-06,0.35,0.0,0.7024139313871278,0.0007934570312611447,10,15,5.131031546670907,95.68047142542821
115,5.75,ccurve,247,pure_pursuit,10.0,231.3017578125,-311.1744079589844,-179.41098022460938,9.369834385099075e-06,0.35,0.0,0.44498478104193334,0.0007629394531181007,10,15,5.160642809616541,95.90722536663694
116,5.800000000000001,ccurve,247,pure_pursuit,10.0,231.0442352294922,-311.1770324707031,-179.41090393066406,1.045555948885973e-05,0.35,0.0,0.1874488249122816,0.0006866455077859351,10,15,5.144250231865073,96.1342274660915
117,5.8500000000000005,ccurve,247,pure_pursuit,10.0,230.78614807128906,-311.1796875,-179.4108428955078,1.0644635070837781e-05,0.35,0.0,0.0706519898286426,0.0006256103516016247,10,16,5.173814356226509,96.36189314552712
118,5.9,ccurve,247,pure_pursuit,10.0,230.52796936035156,-311.18231201171875,-179.41082763671875,1.3020858168798228e-05,0.35,0.0,0.3288440390103172,0.0006103515625046583,10,16,5.157410813957692,96.58977767815635
119,5.95,ccurve,247,pure_pursuit,10.0,230.2692108154297,-311.1849670410156,-179.41075134277344,1.2567539498425265e-05,0.35,0.0,0.587616204534387,0.0005340576172233816,10,16,5.186895813629223,96.81833843508439
120,6.0,ccurve,247,pure_pursuit,10.0,230.01039123535156,-311.1875915527344,-179.41065979003906,1.4465517480634213e-05,0.35,0.0,0.8464490902072742,0.0004425048828451384,10,16,5.170464139817697,97.04709003451192
121,6.050000000000001,ccurve,247,pure_pursuit,10.0,229.75099182128906,-311.1902160644531,-179.4105987548828,1.751438654465466e-05,0.35,0.0,0.894152769453735,0.00038146972655905034,11,16,5.19984757257219,97.27650259788173
122,6.1000000000000005,ccurve,247,pure_pursuit,10.0,229.49151611328125,-311.19287109375,-179.41053771972656,1.8196902654120323e-05,0.35,0.0,0.6346634865162449,0.00032043457032385116,11,16,5.183366849743381,97.50614720340019
123,6.15,ccurve,247,pure_pursuit,10.0,229.23150634765625,-311.19549560546875,-179.4104461669922,2.165712367023579e-05,0.35,0.0,0.37464051754882677,0.000228881835945608,11,16,5.212645875523176,97.73639727059432
