step,time,route_name,spawn_index,controller_type,tuning_value,x,y,yaw_deg,steer,throttle,brake,cross_track_error,heading_error_deg,closest_waypoint,target_waypoint,speed,distance_to_goal
22,1.1,straightline,349,stanley,1.2,-364.34027099609375,37.06403350830078,-0.3686217963695526,-6.913016523509343e-05,0.35,0.0,1.0227213270955833e-05,0.00021359324459327634,0,-1,0.2670457995360205,597.6144298221174
23,1.1500000000000001,straightline,349,stanley,1.2,-364.30364990234375,37.06379318237305,-0.3687743842601776,2.543869520171544e-07,0.35,0.0,5.375925031404403e-06,0.0003661811352067187,0,-1,1.0345495679641552,597.5778105627936
24,1.2000000000000002,straightline,349,stanley,1.2,-364.2397155761719,37.06338119506836,-0.3685302436351776,-2.731110140939747e-06,0.35,0.0,4.487938399732878e-06,0.00012204051021503315,0,-1,1.4178597387905294,597.5138793989939
25,1.25,straightline,349,stanley,1.2,-364.1583557128906,37.06281280517578,-0.3670653998851776,8.157365279156859e-06,0.35,0.0,-4.075508429168405e-05,-0.0013428032397859691,0,-1,1.7208709793910455,597.4325238000251
26,1.3,straightline,349,stanley,1.2,-364.0666198730469,37.06219482421875,-0.361358642578125,-0.00013100025801799256,0.35,0.0,-6.887173937059911e-05,-0.0070495605468702816,0,-1,1.9213524076360735,597.3407926464675
27,1.35,straightline,349,stanley,1.2,-363.9669494628906,37.06147003173828,-0.3421630561351776,-0.0006026535800932438,0.35,0.0,-0.00015277928106087642,-0.026245146989803007,0,-1,2.038776332646932,597.2411276191518
28,1.4000000000000001,straightline,349,stanley,1.2,-363.8606262207031,37.060752868652344,-0.3314819633960724,-0.0008875304379797439,0.35,0.0,-0.00018628059561474637,-0.0369262397288948,0,-1,2.184619066830072,597.1348098187259
29,1.4500000000000002,straightline,349,stanley,1.2,-363.7492980957031,37.059967041015625,-0.31396484375,-0.0013322953633931169,0.35,0.0,-0.0002562641864155245,-0.05444335937497788,0,-1,2.2551361371335163,597.0234875837647
30,1.5,straightline,349,stanley,1.2,-363.6328125,37.05919647216797,-0.3066405951976776,-0.0015353197986506548,0.35,0.0,-0.00027782732484887915,-0.06176760792728914,0,-1,2.3784102442970054,596.9070078743883
31,1.55,straightline,349,stanley,1.2,-363.51214599609375,37.05836868286133,-0.293212890625,-0.0018825667972288485,0.35,0.0,-0.0003297269519125781,-0.0751953124999836,0,-1,2.436238458123196,596.7863476318693
32,1.6,straightline,349,stanley,1.2,-363.38702392578125,37.05756378173828,-0.2894286513328552,-0.002002106185746771,0.35,0.0,-0.0003300900584956657,-0.07897955179209445,0,-1,2.5483651705866834,596.6612317680224
33,1.6500000000000001,straightline,349,stanley,1.2,-363.25799560546875,37.056697845458984,-0.2797240912914276,-0.00225984416764322,0.35,0.0,-0.0003628682310257885,-0.08868411183352576,1,-1,2.601679955490016,596.5322100467007
34,1.7000000000000002,straightline,349,stanley,1.2,-363.1247863769531,37.05585479736328,-0.2790831923484802,-0.0022986141954180893,0.35,0.0,-0.0003493779692392068,-0.08932501077647971,1,-1,2.707096612415071,596.3990073586426
35,1.75,straightline,349,stanley,1.2,-362.9879150390625,37.05494689941406,-0.2727050185203552,-0.00246580299271329,0.35,0.0,-0.0003771892532456536,-0.09570318460461014,1,-1,2.7588725735250965,596.2621429717258
36,1.8,straightline,349,stanley,1.2,-362.8469543457031,37.05406188964844,-0.2747191786766052,-0.0024323557866687763,0.35,0.0,-0.00035581871348633895,-0.09368902444839056,1,-1,2.8591231075541996,596.1211891699154
37,1.85,straightline,349,stanley,1.2,-362.7024841308594,37.053123474121094,-0.2711486518383026,-0.0025322909707968643,0.35,0.0,-0.000365286987926266,-0.09725955128668312,1,-1,2.9104431616408806,595.9767261935764
38,1.9000000000000001,straightline,349,stanley,1.2,-362.5540466308594,37.05220031738281,-0.275360107421875,-0.002440261302602254,0.35,0.0,-0.00033398757432203004,-0.09304809570307947,1,-1,3.0060798446662123,595.8282959127772
39,1.9500000000000002,straightline,349,stanley,1.2,-362.4022216796875,37.05122375488281,-0.2741393744945526,-0.0024785935388277297,0.35,0.0,-0.0003343118738219859,-0.09426882863039503,1,-1,3.057385435496082,595.6764785268368
40,2.0,straightline,349,stanley,1.2,-362.24658203125,37.05025863647461,-0.2800292372703552,-0.0023387780648674596,0.35,0.0,-0.00029866422731729023,-0.08837896585460513,1,-1,3.148647411955858,595.5208464433539
41,2.0500000000000003,straightline,349,stanley,1.2,-362.087646484375,37.04924011230469,-0.2806090712547302,-0.0023273146359777354,0.35,0.0,-0.000295228968095499,-0.0877991318702435,1,-1,3.2000734332752514,595.3619188070412
42,2.1,straightline,349,stanley,1.2,-361.9250793457031,37.04823303222656,-0.28759756684303284,-0.002155284672659215,0.35,0.0,-0.00025699911122648066,-0.08081063628191468,1,-1,3.28702249948091,595.1993595764992
43,2.15,straightline,349,stanley,1.2,-361.7591857910156,37.047176361083984,-0.2894286513328552,-0.002111238471326884,0.35,0.0,-0.00024697079850580445,-0.07897955179209445,1,-1,3.3385324164436123,595.0334742561533
44,2.2,straightline,349,stanley,1.2,-361.5897216796875,37.04612350463867,-0.2970275282859802,-0.0019187721109522008,0.35,0.0,-0.00021016957440702505,-0.07138067483900559,1,-1,3.4212570215105647,594.8640184180454
45,2.25,straightline,349,stanley,1.2,-361.41717529296875,37.04502868652344,-0.2996825575828552,-0.0018529969531981844,0.35,0.0,-0.00019551045544983874,-0.06872564554213832,1,-1,3.47278980706955,594.6914805864353
46,2.3000000000000003,straightline,349,stanley,1.2,-361.24114990234375,37.0439338684082,-0.3074340224266052,-0.0016520674214168787,0.35,0.0,-0.00016280511561670308,-0.060974180698385144,2,-1,3.5514882920499002,594.5154638099075
47,2.35,straightline,349,stanley,1.2,-361.06201171875,37.04279327392578,-0.3105468153953552,-0.0015705551181702658,0.35,0.0,-0.0001515368766921302,-0.05786138772962665,2,-1,3.6027169213386934,594.3363345445811
48,2.4000000000000004,straightline,349,stanley,1.2,-360.8796081542969,37.04165267944336,-0.3180541396141052,-0.001374965541104606,0.35,0.0,-0.00011927259206015233,-0.05035406351086515,2,-1,3.6769453621308767,594.1539399549035
49,2.45,straightline,349,stanley,1.2,-360.6941833496094,37.04047393798828,-0.32135009765625,-0.0012888075000767284,0.35,0.0,-0.00010572824361391748,-0.04705810546873767,2,-1,3.728166157504502,593.9685243870308
50,2.5,straightline,349,stanley,1.2,-360.505615234375,37.0392951965332,-0.3283385932445526,-0.0011076256773157674,0.35,0.0,-7.19727483652282e-05,-0.04006960988040884,2,-1,3.798602301182727,593.7799655639593
51,2.5500000000000003,straightline,349,stanley,1.2,-360.3140563964844,37.0380744934082,-0.3315735161304474,-0.0010213221033393012,0.35,0.0,-6.094803243684348e-05,-0.03683468699451655,2,-1,3.8500795005729493,593.5884163016945
52,2.6,straightline,349,stanley,1.2,-360.11944580078125,37.03684616088867,-0.33746337890625,-0.0008651134063477536,0.35,0.0,-3.7930080701365984e-05,-0.030944824218726644,2,-1,3.9165888403764226,593.393815378189
53,2.6500000000000004,straightline,349,stanley,1.2,-359.9219970703125,37.03558349609375,-0.3400573432445526,-0.0007946797614550829,0.35,0.0,-3.0994795100730815e-05,-0.02835085988040082,2,-1,3.967922543849884,593.1963765602642
54,2.7,straightline,349,stanley,1.2,-359.72161865234375,37.0343132019043,-0.3446349799633026,-0.0006729714311563669,0.35,0.0,-1.2851172597952779e-05,-0.023773223161692218,2,-1,4.03051347227826,592.9960081503564
55,2.75,straightline,349,stanley,1.2,-359.5185546875,37.033016204833984,-0.3471984267234802,-0.0006040004847180363,0.35,0.0,-4.142103044554174e-06,-0.02120977640150944,2,-1,4.082458834235578,592.7929543906341
56,2.8000000000000003,straightline,349,stanley,1.2,-359.3126525878906,37.03169631958008,-0.3499755561351776,-0.0005281820337203465,0.35,0.0,3.233994500508909e-06,-0.018432646989814623,3,-1,4.138788902577707,592.5870626750318
57,2.85,straightline,349,stanley,1.2,-359.1040954589844,37.03036117553711,-0.3524779975414276,-0.00045942271362152225,0.35,0.0,9.11733069339487e-06,-0.015930205583560793,3,-1,4.1905476692447605,592.3785160646852
58,2.9000000000000004,straightline,349,stanley,1.2,-358.8928527832031,37.02900695800781,-0.3546752631664276,-0.0003984751735005334,0.35,0.0,1.3195350753552205e-05,-0.013732939958533844,3,-1,4.2455929585738135,592.167284063904
59,2.95,straightline,349,stanley,1.2,-358.6789855957031,37.02763748168945,-0.3566588759422302,-0.00034433207885162346,0.35,0.0,1.8890223636827512e-05,-0.01174932718276357,3,-1,4.2964442908151055,591.9534276863053
60,3.0,straightline,349,stanley,1.2,-358.46246337890625,37.0262451171875,-0.3583678603172302,-0.00029534329854661863,0.35,0.0,1.8768937252811122e-05,-0.010040342807719992,3,-1,4.349767684968918,591.7369164573126
61,3.0500000000000003,straightline,349,stanley,1.2,-358.2434387207031,37.02484130859375,-0.35986319184303284,-0.00025454441089848326,0.35,0.0,2.329422319528884e-05,-0.00854501128193309,3,-1,4.3994593317887905,591.517902899729
62,3.1,straightline,349,stanley,1.2,-358.02191162109375,37.02339172363281,-0.36114501953125,-0.00020669609570982562,0.35,0.0,-1.8654842106609164e-06,-0.007263183593718923,3,-1,4.450387268725556,591.2963872038397
63,3.1500000000000004,straightline,349,stanley,1.2,-357.7978820800781,37.02194595336914,-0.3622131645679474,-0.00017389169131419794,0.35,0.0,-7.1201456568184204e-06,-0.006195038557016795,3,-1,4.498281991152768,591.0723690958845
64,3.2,straightline,349,stanley,1.2,-357.5715637207031,37.0204963684082,-0.3630981147289276,-0.00015108066592879664,0.35,0.0,-1.4725710434934994e-06,-0.005310088396040804,3,-1,4.547322003266002,590.8460622380588
65,3.25,straightline,349,stanley,1.2,-357.3427734375,37.0190315246582,-0.363861083984375,-0.0001317572030184643,0.35,0.0,4.301953254971444e-06,-0.004547119140616449,4,-1,4.594080407292217,590.6172835914205
66,3.3000000000000003,straightline,349,stanley,1.2,-357.1116027832031,37.01755905151367,-0.364471435546875,-0.00012020846621541984,0.35,0.0,1.8261548890097755e-05,-0.003936767578111791,4,-1,4.641176450144132,590.3861246653612
67,3.35,straightline,349,stanley,1.2,-356.8781433105469,37.0161018371582,-0.3647155463695526,-0.00013157553373785907,0.35,0.0,6.21964726263296e-05,-0.003692656755426359,4,-1,4.686439157774789,590.1526768843553
68,3.4000000000000004,straightline,349,stanley,1.2,-356.6424255371094,37.01461410522461,-0.3648070693016052,-0.00014031376278971958,0.35,0.0,9.013507883753294e-05,-0.00360113382335437,4,-1,4.731260511044359,589.916971020011
69,3.45,straightline,349,stanley,1.2,-356.4044494628906,37.01307678222656,-0.3648376166820526,-0.0001361651512377776,0.35,0.0,8.300427548208416e-05,-0.0035705864429050717,4,-1,4.774918811017945,589.6790071791012
70,3.5,straightline,349,stanley,1.2,-356.1643371582031,37.01154327392578,-0.3648070991039276,-0.00014098041899513052,0.35,0.0,9.342382137157972e-05,-0.003601104021048116,4,-1,4.817954937197762,589.4389071334992
71,3.5500000000000003,straightline,349,stanley,1.2,-355.9220275878906,37.01000213623047,-0.3647765517234802,-0.0001483590850168297,0.35,0.0,0.0001103423107335199,-0.003631651401497414,4,-1,4.860335633658219,589.196609912931
72,3.6,straightline,349,stanley,1.2,-355.6776123046875,37.00844955444336,-0.3647765815258026,-0.00015559790816504604,0.35,0.0,0.00012935645098086784,-0.00363162159919116,4,-1,4.902093923106369,588.9522070903006
73,3.6500000000000004,straightline,349,stanley,1.2,-355.43121337890625,37.00688552856445,-0.3648376166820526,-0.0001614996700225533,0.35,0.0,0.0001496813432086755,-0.0035705864429050717,4,-1,4.943235100280596,588.705820734379
74,3.7,straightline,349,stanley,1.2,-355.18267822265625,37.005306243896484,-0.3649291694164276,-0.00016568856524465804,0.35,0.0,0.00016817093785924647,-0.0034790337085268287,5,-1,4.983729596929679,588.4572982813387
75,3.75,straightline,349,stanley,1.2,-354.93218994140625,37.003700256347656,-0.3653564453125,-0.00015477874518313961,0.35,0.0,0.00017282914091129586,-0.0030517578124724027,5,-1,5.023405246410436,588.206822898241
76,3.8000000000000003,straightline,349,stanley,1.2,-354.6798095703125,37.002098083496094,-0.359527587890625,-0.000328773206662309,0.35,0.0,0.00019346789539838967,-0.008880615234333368,5,-1,5.064588263021298,587.9544554489819
77,3.85,straightline,349,stanley,1.2,-354.4284973144531,37.00060272216797,-0.3684691786766052,-0.00012105937688559453,0.35,0.0,0.0003140480999002654,6.0975551622691045e-05,5,-1,5.023752162858928,587.7031555149607
78,3.9000000000000004,straightline,349,stanley,1.2,-354.1770935058594,36.99903106689453,-0.3686523139476776,-0.00013336800092500164,0.35,0.0,0.0003589246104143593,0.0002441108226854315,5,-1,5.023999245084498,587.4517644720007
79,3.95,straightline,349,stanley,1.2,-353.9252014160156,36.997398376464844,-0.3513488471508026,-0.0006233175066188638,0.35,0.0,0.00034590682201505714,-0.017059355974191864,5,-1,4.999793423431543,587.1998855133479
80,4.0,straightline,349,stanley,1.2,-353.6724853515625,36.99583053588867,-0.345428466796875,-0.0008147613945877309,0.35,0.0,0.00040303561416568483,-0.02297973632807393,5,-1,5.0047183558573805,586.9471822444326
81,4.05,straightline,349,stanley,1.2,-353.41961669921875,36.9942626953125,-0.3472289741039276,-0.0007831855561852088,0.35,0.0,0.00046114552994749956,-0.021179229021060144,5,-1,5.087400605990319,586.6943264052538
82,4.1000000000000005,straightline,349,stanley,1.2,-353.1669006347656,36.99276351928711,-0.3724975883960724,0.0007185662012493382,0.35,0.0,0.000981063566223293,0.038574248552322395,6,-1,5.024641889444045,586.4416227801769
83,4.15,straightline,349,stanley,1.2,-352.91595458984375,36.99100875854492,-0.3283080756664276,-0.000427906356272164,0.35,0.0,0.0006888533864685756,-0.005615264177322354,6,-1,5.059261943785241,586.1906906014486
84,4.2,straightline,349,stanley,1.2,-352.66204833984375,36.98957061767578,-0.3275756537914276,-0.0004647033036276686,0.35,0.0,0.0007305098628342388,-0.006347686052322358,6,-1,5.064688375578942,585.9367964958402
85,4.25,straightline,349,stanley,1.2,-352.4108581542969,36.988128662109375,-0.3261412978172302,-0.0005177321339898987,0.35,0.0,0.0007525224050363157,-0.007782042026519768,6,-1,5.004518557474405,585.6856184469978
86,4.3,straightline,349,stanley,1.2,-352.1575012207031,36.986785888671875,-0.3466491401195526,2.247159727042579e-05,0.35,0.0,0.0008863432616064945,0.012725800275802604,6,-1,5.104193843493407,585.4322731382478
87,4.3500000000000005,straightline,349,stanley,1.2,-351.9024658203125,36.985225677490234,-0.3355102241039276,-0.0002656598336350103,0.35,0.0,0.0008125122195294758,0.0015868842601776201,6,-1,5.13223106755749,585.1772506323485
88,4.4,straightline,349,stanley,1.2,-351.6492004394531,36.984127044677734,-0.3988036811351776,0.0013878887416263347,0.35,0.0,0.0011899359828672503,0.06488034129142763,6,-1,5.017958080461802,584.9239955204283
89,4.45,straightline,349,stanley,1.2,-351.39508056640625,36.982845306396484,-0.4368285834789276,0.002408572992905776,0.35,0.0,0.0013892373921781656,0.10290524363517763,6,-1,5.133886273193482,584.6698869781428
90,4.5,straightline,349,stanley,1.2,-351.1408996582031,36.98176956176758,-0.5163878202438354,0.01144183231701213,0.35,0.0,0.0008260681873667702,0.41165149211883545,7,-1,5.076824108091827,584.4157162465925
91,4.55,straightline,349,stanley,1.2,-350.8852233886719,36.98052978515625,-0.50555419921875,0.011431465678645909,0.35,0.0,5.3668015549569975e-05,0.40081787109375,7,-1,5.149432556830518,584.1600511191954
92,4.6000000000000005,straightline,349,stanley,1.2,-350.63055419921875,36.97996139526367,-0.5272215008735657,0.01209014114147034,0.35,0.0,-4.918749434291601e-05,0.4224851727485657,7,-1,5.049340997931048,583.9053892563466
93,4.65,straightline,349,stanley,1.2,-350.3740234375,36.97943878173828,-0.516876220703125,0.0118143645323631,0.35,0.0,-0.00010286377291721822,0.41213989257812506,7,-1,5.189352275977143,583.648865598193
94,4.7,straightline,349,stanley,1.2,-350.11724853515625,36.979026794433594,-0.5221557021141052,0.011943778749912539,0.35,0.0,-4.546772832699018e-05,0.4174193739891053,7,-1,5.100703576493944,583.3920971813343
95,4.75,straightline,349,stanley,1.2,-349.85931396484375,36.97848892211914,-0.4923095405101776,0.011115802648221698,0.35,0.0,-0.00011183661853209157,0.38757321238517767,7,-1,5.195906364291418,583.1341698371278
96,4.800000000000001,straightline,349,stanley,1.2,-349.6018371582031,36.978233337402344,-0.509765625,0.011532532215324227,0.35,0.0,0.00010324482860323155,0.405029296875,7,-1,5.104442388948184,582.8766986498622
97,4.8500000000000005,straightline,349,stanley,1.2,-349.3415222167969,36.97772216796875,-0.4882507026195526,0.016482324941101727,0.35,0.0,-0.000900800022184646,0.5650787055492402,8,-1,5.2474957082805656,582.6163908339266
98,4.9,straightline,349,stanley,1.2,-349.08197021484375,36.97769546508789,-0.4876403212547302,0.016612981401314404,0.35,0.0,-0.0012755364717432394,0.5644683241844177,8,-1,5.163034075389335,582.3568431922847
99,4.95,straightline,349,stanley,1.2,-348.821044921875,36.97776412963867,-0.440643310546875,0.015366370326342887,0.35,0.0,-0.0015567470229777842,0.5174713134765626,8,-1,5.259231921115112,582.0959217423847
100,5.0,straightline,349,stanley,1.2,-348.5599670410156,36.97822570800781,-0.4381408095359802,0.015261938586827907,0.35,0.0,-0.0014452487143725044,0.5149688124656678,8,-1,5.175674839425362,581.8348454708092
101,5.050000000000001,straightline,349,stanley,1.2,-348.295654296875,36.9785041809082,-0.3956298828125,0.014060234325606425,0.35,0.0,-0.001521193341982262,0.4724578857421875,8,-1,5.322537699823971,581.5705354343949
102,5.1000000000000005,straightline,349,stanley,1.2,-348.03253173828125,36.97901916503906,-0.3875731825828552,0.013778578227122959,0.35,0.0,-0.001359031030512468,0.46440118551254267,8,-1,5.23501670686211,581.3074142177112
103,5.15,straightline,349,stanley,1.2,-347.76800537109375,36.97938537597656,-0.3476867973804474,0.012625831798497947,0.35,0.0,-0.001347524147291489,0.4245148003101349,8,-1,5.327923811934383,581.0428900657929
104,5.2,straightline,349,stanley,1.2,-347.5037536621094,36.98000717163086,-0.355560302734375,0.012758879942987328,0.35,0.0,-0.001080064487530359,0.4323883056640625,8,-1,5.239710898147899,580.7786391111127
105,5.25,straightline,349,stanley,1.2,-347.2366638183594,36.98036193847656,-0.3251952528953552,0.011883344010728136,0.35,0.0,-0.001087181101250614,0.4020232558250427,9,-1,5.380036279181554,580.5115515937422
106,5.300000000000001,straightline,349,stanley,1.2,-346.970458984375,36.98088455200195,-0.3295898139476776,0.011953817697173496,0.35,0.0,-0.0009215224289001399,0.4064178168773651,9,-1,5.2950242189334045,580.2453481154695
107,5.3500000000000005,straightline,349,stanley,1.2,-346.7029113769531,36.98122787475586,-0.300079345703125,0.011110426285704337,0.35,0.0,-0.0009369548933732344,0.37690734863281256,9,-1,5.387404370813062,579.9778029116491
108,5.4,straightline,349,stanley,1.2,-346.4356689453125,36.98181915283203,-0.31597900390625,0.011484012176468078,0.35,0.0,-0.0007040230479211944,0.3928070068359375,9,-1,5.299774047013024,579.7105614640218
109,5.45,straightline,349,stanley,1.2,-346.1657409667969,36.982269287109375,-0.3096618354320526,0.011264233853528085,0.35,0.0,-0.0006158359274540311,0.3864898383617401,9,-1,5.4575751541769275,579.4406353217405
110,5.5,straightline,349,stanley,1.2,-345.8955078125,36.98272705078125,-0.3121642470359802,0.011304525802305938,0.35,0.0,-0.0005204286298879416,0.3889922499656677,9,-1,5.36771899136865,579.1704039671012
111,5.550000000000001,straightline,349,stanley,1.2,-345.6244812011719,36.9830322265625,-0.2816772162914276,0.010451322477864346,0.35,0.0,-0.0005786730332599799,0.3585052192211151,9,-1,5.45690007550493,578.8993800433198
112,5.6000000000000005,straightline,349,stanley,1.2,-345.3541259765625,36.98360061645508,-0.2975158393383026,0.010830632723647647,0.35,0.0,-0.0003689159576175346,0.3743438422679901,10,-1,5.364460031875355,578.6290259917096
113,5.65,straightline,349,stanley,1.2,-345.0819091796875,36.9840087890625,-0.2870483100414276,0.01051286441623891,0.35,0.0,-0.0003257595486491039,0.3638763129711151,10,-1,5.497765776958595,578.356811317082
114,5.7,straightline,349,stanley,1.2,-344.8092041015625,36.984619140625,-0.3139037787914276,0.011193008266077746,0.35,0.0,-8.107910328062652e-05,0.3907317817211151,10,-1,5.4465531616451655,578.0841072138116
115,5.75,straightline,349,stanley,1.2,-344.53448486328125,36.98492431640625,-0.29461669921875,0.01066389833151589,0.35,0.0,-0.00014427495459121218,0.3714447021484375,10,-1,5.536304486803676,577.8093907329716
116,5.800000000000001,straightline,349,stanley,1.2,-344.2596435546875,36.98545455932617,-0.316497802734375,0.011231596968155101,0.35,0.0,1.743244620344925e-05,0.3933258056640625,10,-1,5.450216083444983,577.534550896959
117,5.8500000000000005,straightline,349,stanley,1.2,-343.98248291015625,36.985816955566406,-0.3096923828125,0.011040566083164002,0.35,0.0,8.183317848094347e-06,0.3865203857421875,10,-1,5.59438848477863,577.2573927270674
118,5.9,straightline,349,stanley,1.2,-343.7052307128906,36.98634338378906,-0.3321838080883026,0.01162823232132572,0.35,0.0,0.00016284326127644988,0.4090118110179901,10,-1,5.532633208312201,576.9801420679964
119,5.95,straightline,349,stanley,1.2,-343.4264831542969,36.986595153808594,-0.3084106147289276,0.010993845923849567,0.35,0.0,3.7057149016824983e-05,0.3852386176586151,11,-1,5.611902975052975,576.7013976495743
120,6.0,straightline,349,stanley,1.2,-343.1480407714844,36.987083435058594,-0.3259887397289276,0.011454968285875352,0.35,0.0,0.00015197423284698923,0.4028167426586151,11,-1,5.520228182582439,576.4229570478841
121,6.050000000000001,straightline,349,stanley,1.2,-342.86767578125,36.9874153137207,-0.3147887587547302,0.011151563527687404,0.35,0.0,0.00010791084278114079,0.3916167616844177,11,-1,5.654868080764236,576.1425947703583
122,6.1000000000000005,straightline,349,stanley,1.2,-342.5874938964844,36.98792266845703,-0.3345946967601776,0.011670745122193429,0.35,0.0,0.00023956889552363304,0.4114226996898651,11,-1,5.589978217626694,575.862414590466
123,6.15,straightline,349,stanley,1.2,-342.3059387207031,36.98817443847656,-0.3085326552391052,0.010970847443986161,0.35,0.0,0.00011380101366161312,0.3853606581687927,11,-1,5.665745673383711,575.5808626124941
124,6.2,straightline,349,stanley,1.2,-342.0248107910156,36.988670349121094,-0.324737548828125,0.011391246163375848,0.35,0.0,0.0002327464321179209,0.4015655517578125,11,-1,5.5720133297282155,575.299736473786
125,6.25,straightline,349,stanley,1.2,-341.74176025390625,36.98898696899414,-0.3118895888328552,0.011047719533942773,0.35,0.0,0.00016982321366113614,0.3887175917625427,11,-1,5.702910048832663,575.0166887922829
126,6.300000000000001,straightline,349,stanley,1.2,-341.4588928222656,36.989498138427734,-0.33074951171875,0.011538562641179062,0.35,0.0,0.000305582248250101,0.4075775146484375,12,-1,5.636075581222915,574.733823097368
