step,time,route_name,spawn_index,controller_type,tuning_value,x,y,path_x,path_y,yaw_deg,steer,throttle,brake,cross_track_error,heading_error_deg,closest_waypoint,target_waypoint,speed,distance_to_goal
0,0.0,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.62440490722656,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09762714866135527,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,3,0.9800000786781311,171.16852996795186
1,0.05,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.62440490722656,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09762714866135527,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,3,1.470000147819519,171.16852996795186
2,0.1,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.62440490722656,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09762714866135527,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,3,1.9600002765655518,171.16852996795186
3,0.15000000000000002,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.62440490722656,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09762714866135527,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,3,2.450000286102295,171.16852996795186
4,0.2,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.6243896484375,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09763079685062581,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,3,1.9039393663548447,171.1685448108037
5,0.25,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.6243896484375,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09763079685062581,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,3,0.7244939208042683,171.1685448108037
6,0.30000000000000004,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.6243896484375,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09763079685062581,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,3,0.15844425559085956,171.1685448108037
7,0.35000000000000003,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.6243896484375,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09763079685062581,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,3,0.08698034286499441,171.1685448108037
8,0.4,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.6243896484375,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09763079685062581,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,3,0.17180396616458946,171.1685448108037
9,0.45,sturn,192,pure_pursuit,6.0,332.51141357421875,-117.6243896484375,332.51141357421875,-117.62442016601562,0.9240431189537048,-0.09763079685062581,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,3,0.18146753311169683,171.1685448108037
