step,x,y,steer,cross_track_error,heading_error_deg,closest_waypoint,speed,distance_to_goal
65,-61.08760070800781,24.303274154663086,-0.22235455997743167,0.01905996797984888,-7.483208656311034,2,2.919899344210815,177.37187610550495
66,-60.94427490234375,24.27680778503418,-0.20428314495339442,0.02248034539316346,-6.797934055328369,2,2.927501066771311,177.23140138939166
67,-60.79935073852539,24.248525619506836,-0.18627117429339118,0.024450394943780082,-6.143942356109618,2,2.9841865215506447,177.08870355682322
68,-60.653079986572266,24.219396591186523,-0.16930802933459232,0.02586703310614978,-5.5298051834106445,2,2.9942194796268398,176.94443245575914
69,-60.50502395629883,24.189470291137695,-0.15347780686503854,0.02686856482190938,-4.967761516571044,2,3.048664796047812,176.7982153029415
70,-60.35563659667969,24.159034729003906,-0.13884213888125432,0.027644020802568073,-4.44511604309082,2,3.0579450273527002,176.65058639939357
71,-60.20454788208008,24.127948760986328,-0.12529500781213798,0.028130956762223887,-3.970719337463379,2,3.1099544382346362,176.5011513907802
72,-60.05219268798828,24.09644317626953,-0.1128431742904605,0.028466296351536937,-3.531143188476563,2,3.118728002988283,176.35040243845677
73,-59.89820098876953,24.064367294311523,-0.10138742101165958,0.028578260317139045,-3.135146141052246,2,3.1685175492140427,176.19794105699518
74,-59.74300003051758,24.031930923461914,-0.09090335269528935,0.028584796478843932,-2.769208908081054,2,3.1769668475263813,176.04424338429894
75,-59.58622741699219,23.99898338317871,-0.08131539076435258,0.028412564485704075,-2.4421825408935542,2,3.2246989470570337,175.88891782342415
76,-59.42829895019531,23.965723037719727,-0.07257150747330056,0.028170651842942762,-2.1406059265136723,2,3.2329416191353335,175.7324252251432
77,-59.26885986328125,23.9320068359375,-0.06462778993787156,0.027791625076006132,-1.8734531402587884,2,3.278740728594193,175.57438422576868
78,-59.108299255371094,23.898012161254883,-0.2613200859994702,0.04048856277676244,-8.581591606140137,3,3.2868605322694284,175.4152224858631
79,-58.94746398925781,23.86029815673828,-0.25644470259792834,0.05650689579235363,-8.194658279418945,3,3.3165629416040083,175.25418735889212
80,-58.7890510559082,23.814428329467773,-0.2387164209974219,0.0640236652426304,-7.466995239257813,3,3.304201531889623,175.09174678834992
81,-58.63121032714844,23.76344871520996,-0.21591678643857093,0.066518108998363,-6.64591884613037,3,3.3459320549375278,174.9275758499112
82,-58.47269821166992,23.710494995117188,-0.1937977047021525,0.06735927036066044,-5.863478660583495,3,3.3577537618822455,174.7619362699319
83,-58.31287384033203,23.656251907348633,-0.173166838722727,0.06740162454940118,-5.152722358703613,3,3.4017689353855007,174.5945535897011
84,-58.15196990966797,23.601234436035156,-0.15439082135312,0.06705795245894988,-4.5030364990234375,3,3.412516973304404,174.4258633246797
85,-57.98972702026367,23.545379638671875,-0.13719559779812682,0.06635208498104986,-3.921430587768554,3,3.454183549988296,174.2556048008815
86,-57.82643508911133,23.488962173461914,-0.12168424039151755,0.06545084273655216,-3.3928966522216797,3,3.463785068046794,174.0841592461375
87,-57.66185760498047,23.431848526000977,-0.10756582009049862,0.06430387299240081,-2.9235382080078125,3,3.5033656147021137,173.91125550631645
88,-57.49629211425781,23.374271392822266,-0.09489750219542294,0.0630358104334795,-2.4988269805908203,3,3.512279100447616,173.7372632250519
89,-57.32950973510742,23.31610107421875,-0.08343188107093097,0.06159746054229823,-2.124834060668944,3,3.549984888405781,173.56191979716692
90,-57.16177749633789,23.257537841796875,-0.07319084727934906,0.060092571084651714,-1.7876777648925783,3,3.558483569669712,173.38555321793956
91,-56.99286651611328,23.198455810546875,-0.2677507654735142,0.07243614026099482,-8.447654724121096,4,3.5944793960723125,173.20790257899995
92,-56.82478332519531,23.13564682006836,-0.26089554193050835,0.08877895035947864,-7.997465133666993,4,3.5883870113011644,173.02935273852847
93,-56.66051483154297,23.06439208984375,-0.24066394095142898,0.09585728083305967,-7.200744628906252,4,3.593563509969502,172.85050020386927
94,-56.49807357788086,22.988183975219727,-0.21555726438469835,0.09767996543664456,-6.303472518920899,4,3.6071757644317324,172.67110148839015
95,-56.33542251586914,22.909685134887695,-0.19147538676509462,0.09752983105385496,-5.471540451049804,4,3.6336543693000953,172.49050353158864
96,-56.17205047607422,22.8299503326416,-0.1691483433443348,0.09657897518286135,-4.7084484100341815,4,3.652748056071404,172.30871312512838
97,-56.007781982421875,22.749189376831055,-0.14911486478643204,0.09509256602800048,-4.034168243408205,4,3.678181513640207,172.12566540195635
98,-55.84261703491211,22.667692184448242,-0.13087267590123197,0.09333180752657635,-3.4234561920166016,4,3.6967242922906536,171.94148831876058
99,-55.676551818847656,22.585433959960938,-0.114708270198914,0.09127601506466564,-2.8903160095214844,4,3.720183154153881,171.75616750992776
100,-55.50960922241211,22.50260353088379,-0.10003935692818428,0.08908538371188332,-2.40914535522461,4,3.7381051324546886,171.5698068557047
101,-55.34178924560547,22.41914176940918,-0.08716463699142886,0.086706641612595,-1.993833541870119,4,3.7598455610621784,171.38238026160184
102,-55.17311096191406,22.335208892822266,-0.07549676860205336,0.08427586232858048,-1.6198120117187493,4,3.7772400491113833,171.1939755563208
103,-55.00359344482422,22.250736236572266,-0.267980398351906,0.09313205177423223,-8.25534820556641,5,3.7975456589085783,171.00457955168952
104,-54.835472106933594,22.162622451782227,-0.260021496137106,0.10970845482925584,-7.776922225952153,5,3.797896815091474,170.81482950040507
105,-54.67258834838867,22.06645393371582,-0.23871321624456657,0.11667719266182047,-6.94577789306641,5,3.7943998705225006,170.62622543572644
106,-54.512351989746094,21.965351104736328,-0.2123452806483499,0.11806318978627903,-6.011171340942384,5,3.807767747131507,170.43782171192638
107,-54.352333068847656,21.861825942993164,-0.18709437465234968,0.11729269921728139,-5.145902633666994,5,3.832876341010085,170.24854720078412
108,-54.19186019897461,21.756959915161133,-0.16389323731728908,0.11563850709372708,-4.359794616699221,5,3.8500396015888074,170.05827699748576
109,-54.03073501586914,21.650997161865234,-0.14318319613258831,0.11341320603044469,-3.669454574584962,5,3.873094817869578,169.86694107745356
110,-53.86891555786133,21.544260025024414,-0.12452957428523147,0.11091079359907072,-3.0515918731689493,5,3.8891471643575137,169.67464411432923
111,-53.70639419555664,21.43673324584961,-0.10809537292161016,0.10812254325296253,-2.5159721374511728,5,3.909813216643762,169.48137271778828
112,-53.543182373046875,21.32860565185547,-0.09334749061477284,0.10520123232992873,-2.0388221740722656,5,3.925078167115405,169.2872205048031
113,-53.37928771972656,21.2198486328125,-0.08047910599161727,0.102118658492584,-1.6301002502441417,5,3.9439029268486703,169.09218184838963
114,-53.21469497680664,21.110607147216797,-0.0689542684637702,0.09900508418375453,-1.26718139648438,5,3.95863035669712,168.89630697536273
115,-53.04944610595703,21.00082778930664,-0.26514917007020466,0.11847710292262614,-7.9146461486816415,6,3.9760268268479617,168.69961014338054
116,-52.8862190246582,20.887590408325195,-0.25729290332813154,0.13535255243060657,-7.4443092346191415,6,3.973605351894548,168.5032121584412
117,-52.72957992553711,20.766769409179688,-0.2355540774617754,0.1421852869903848,-6.60141372680664,6,3.96566669698745,168.30940285598234
118,-52.57664108276367,20.64110565185547,-0.20829824037789763,0.1429280776696245,-5.643257141113281,6,3.976208107016777,168.11679916625934
119,-52.424442291259766,20.51300048828125,-0.18216917388190398,0.1413184121996338,-4.756484985351564,6,3.998820232111651,167.92380078387387
120,-52.272098541259766,20.383522033691406,-0.15832463661575927,0.13874341429182385,-3.9573287963867223,6,4.013746784419893,167.73008338532821
121,-52.11933898925781,20.252948760986328,-0.13713929533413258,0.13559030595705046,-3.259700775146484,6,4.034286065420657,167.53552677164544
122,-51.966068267822266,20.1215877532959,-0.1182301144686959,0.13215643794276347,-2.6419792175293004,6,4.048078465516141,167.34018058496542
123,-51.81228256225586,19.98945426940918,-0.1016563045744163,0.12845599613214004,-2.1102371215820312,6,4.066173683386425,167.14404857447224
124,-51.657958984375,19.856739044189453,-0.0869317114247845,0.12465049093354341,-1.642227172851565,6,4.079184757855169,166.94719413804836
125,-51.50310516357422,19.723413467407227,-0.07414697812928145,0.12071301971733694,-1.2443656921386723,6,4.095454534323765,166.74961194487773
126,-51.34769821166992,19.589618682861328,-0.22638171442691254,0.1570503742073439,-6.171539306640625,7,4.107963546873373,166.55134346688186
127,-51.19495391845703,19.452518463134766,-0.21555521473543623,0.16775194344679728,-5.672447204589838,7,4.106039954377586,166.35404257158544
128,-51.04853820800781,19.30950927734375,-0.19306845775797835,0.16980079413278404,-4.860977172851562,7,4.102602486341943,166.1598752837852
129,-50.9046630859375,19.163219451904297,-0.1684592769048241,0.16773250106042292,-4.030792236328125,7,4.120327815244103,165.96658862336784
130,-50.76127243041992,19.015296936035156,-0.1454532680701114,0.16416572633880816,-3.270896911621091,7,4.1331901639912205,165.7730551646695
131,-50.61776351928711,18.866249084472656,-0.12495024096179437,0.15988529306391572,-2.608444213867184,7,4.151306179915864,165.57895543457434
132,-50.47391128540039,18.716434478759766,-0.10674112816915605,0.15530406857362913,-2.026638031005856,7,4.16339793375583,165.38424409882273
133,-50.32965850830078,18.5659122467041,-0.09085914185966927,0.15050432576094705,-1.5298461914062471,7,4.179252877651369,165.18889613792697
134,-50.184959411621094,18.414859771728516,-0.07685796018966268,0.1456440258462291,-1.0973968505859328,7,4.190617767861468,164.99294805551494
135,-50.03982162475586,18.26326560974121,-0.06477151767934473,0.1407096771149376,-0.7334785461425781,7,4.204768831533568,164.79640225482785
136,-49.89421844482422,18.111251831054688,-0.13010473254314892,0.10975125471004032,-3.360523223876949,8,4.215674248984076,164.59928808742103
137,-49.75091552734375,17.9566593170166,-0.11855789869283248,0.11221858467174667,-2.930976867675781,8,4.220546733021499,164.40316413516095
138,-49.61009979248047,17.799375534057617,-0.10324326811103215,0.11103584967023633,-2.4103240966796884,8,4.229389440051815,164.20815507044603
139,-49.46985626220703,17.64073371887207,-0.08868744213569615,0.10851744991143467,-1.9320526123046857,8,4.2434695967541245,164.01311518161103
140,-49.32954788208008,17.481321334838867,-0.07553985214392041,0.10552992407538032,-1.5069198608398409,8,4.253831982676381,163.8177257041582
141,-49.18899917602539,17.321271896362305,-0.06411469319648842,0.1022929635331072,-1.1452674865722647,8,4.266851469342449,163.62188703513615
142,-49.04811477661133,17.160757064819336,-0.054046451608407674,0.09899248018760701,-0.8307991027832029,8,4.276817826673881,163.42558790846874
143,-48.906883239746094,16.999773025512695,-0.045434556732412125,0.09563439698617157,-0.5681953430175773,8,4.288681291898968,163.22881693304026
144,-48.76527404785156,16.838409423828125,-0.03786834977085768,0.09230150526552566,-0.341205596923829,8,4.2983444827301565,163.031585658968
145,-48.62330627441406,16.67664909362793,-0.03146517577774668,0.0889681443895714,-0.15504837036132674,8,4.309329240139517,162.83390438563976
146,-48.48094177246094,16.51456069946289,-0.2633804959434846,0.09770999068657316,-8.181396484374998,9,4.318754888507254,162.63576857443502
147,-48.34159469604492,16.349742889404297,-0.26105527372936094,0.12117235457957182,-7.849948883056637,9,4.3148867002610585,162.43923527460774
148,-48.21156311035156,16.17906379699707,-0.2428297937257546,0.1336340718758821,-7.071063995361328,9,4.288625580488654,162.2486640094253
149,-48.08928298950195,16.00358772277832,-0.21479861297535152,0.13698692414700225,-6.056064605712888,9,4.2942143425239525,162.06311233463921
150,-47.96968078613281,15.825567245483398,-0.18659372583036848,0.13669716525729392,-5.0759429931640625,9,4.305903752788811,161.87896737620179
151,-47.85093307495117,15.645962715148926,-0.16094521819813684,0.13481361162326974,-4.203968048095701,9,4.323039791486409,161.69499562674335
152,-47.73237609863281,15.465312957763672,-0.13811115187549747,0.1321878141892039,-3.4359703063964795,9,4.333467384882181,161.51082947627907
153,-47.61382293701172,15.283771514892578,-0.11811334620021384,0.1290605851543657,-2.7736549377441397,9,4.347965117145663,161.32636731637643
154,-47.49514389038086,15.101553916931152,-0.10054821837850926,0.12565992235513462,-2.1975212097167973,9,4.357230211878623,161.14158505219672
155,-47.376312255859375,14.918696403503418,-0.08532975632449154,0.12202822113928319,-1.706680297851558,9,4.36956086141894,160.9564753056176
156,-47.25726318359375,14.735332489013672,-0.07202548591412361,0.11829386891403698,-1.2826118469238286,9,4.3781266079983485,160.77103712972712
157,-47.13800811767578,14.551470756530762,-0.3027175311545249,0.1420226670813372,-9.112209320068365,10,4.388945429826442,160.5852856023503
158,-47.02251434326172,14.365323066711426,-0.29477134916103076,0.16504056211424178,-8.589904785156254,10,4.378810656438316,160.40206626404725
159,-46.91765594482422,14.174763679504395,-0.2713778123143071,0.17656295829768648,-7.6387939453125036,10,4.350908977239293,160.22672984908007
160,-46.82123947143555,13.980663299560547,-0.23884216371220193,0.17894366062665423,-6.476654052734378,10,4.354751524427244,160.05767191842452
161,-46.72793960571289,13.78435230255127,-0.20683599494065727,0.17755645033649314,-5.376556396484376,10,4.3676951397510075,159.89063232895586
162,-46.6357421875,13.586539268493652,-0.17773850459801074,0.17452316872069826,-4.396595001220713,10,4.383630429036303,159.72408695345462
163,-46.5439453125,13.38763427734375,-0.1520359435525727,0.1706542171422958,-3.542221069335939,10,4.395467514911404,159.55757438275808
164,-46.452274322509766,13.187835693359375,-0.12944130756775468,0.16628319519873624,-2.8022308349609375,10,4.408912618396164,159.39093107633883
165,-46.36060333251953,12.987319946289062,-0.10977739805769444,0.16160020146902587,-2.1662750244140736,10,4.418488659611485,159.2241186455736
166,-46.268856048583984,12.78617000579834,-0.0926394944244889,0.15671002552511593,-1.6213684082031286,10,4.430031004225095,159.05710428730941
167,-46.17699432373047,12.584494590759277,-0.31626656371850465,0.16705762308614402,-9.344497680664057,11,4.438138827091603,158.88990020997264
168,-46.08943557739258,12.381077766418457,-0.30520589489855976,0.1890137083312615,-8.726093292236325,11,4.427343263346293,158.72602792928745
169,-46.01329040527344,12.174969673156738,-0.2789396378773505,0.19927671028343594,-7.686660766601555,11,4.397484025782459,158.57158335171067
170,-45.94565963745117,11.96664047241211,-0.2445505402387249,0.20075225920688172,-6.469985961914054,11,4.402336645078266,158.42413917303
171,-45.88129425048828,11.756595611572266,-0.21116136681115547,0.19859652251790508,-5.329879760742184,11,4.415377200813793,158.27913395480894
172,-45.81820297241211,11.545232772827148,-0.18094779148600382,0.19482781226292475,-4.318466186523427,11,4.43070398116672,158.13492351826167
173,-45.75565719604492,11.33285903930664,-0.15431975323744754,0.19023348170169077,-3.4390792846679634,11,4.442280178999655,157.99097425763773
174,-45.69337463378906,11.119643211364746,-0.13096713776861352,0.1851336438443771,-2.6797256469726505,11,4.454949395290479,157.8471013504798
175,-45.63119888305664,10.905739784240723,-0.11067864710101312,0.17972409351297106,-2.0290222167968626,11,4.464120471768281,157.70322804190093
176,-45.56903839111328,10.691231727600098,-0.09304136633888803,0.1741171847418031,-1.4734878540039,11,4.474787819116333,157.5593069775381
177,-45.50682830810547,10.476218223571777,-0.3134908721022486,0.17442022221708622,-9.189170837402353,12,4.482450765678435,157.41532130925503
178,-45.44916915893555,10.260138511657715,-0.3020692009319293,0.19596467514243998,-8.564041137695321,12,4.470606095239054,157.275255770236
179,-45.403236389160156,10.043071746826172,-0.275454770554738,0.2057792048850954,-7.517807006835937,12,4.440611474493521,157.14572037833682
180,-45.36594009399414,9.825044631958008,-0.24099758144358222,0.20691648132876778,-6.302276611328125,12,4.445184398964101,157.02391579516083
181,-45.33208084106445,9.605812072753906,-0.20765445605158073,0.20446584900727696,-5.16644287109375,12,4.457761499863617,156.90499528636644
182,-45.299652099609375,9.385498046875,-0.1775560021138308,0.20042709878911374,-4.1611251831054785,12,4.4722213649294895,156.78717812048535
183,-45.26792907714844,9.164299011230469,-0.15106966153531304,0.19554739387155656,-3.288963317871093,12,4.483217356490497,156.66988383284337
184,-45.23655700683594,8.942342758178711,-0.12789737726536804,0.1901976241571666,-2.5376586914062496,12,4.495005300080503,156.55284206243581
185,-45.20539474487305,8.719761848449707,-0.10779869080349491,0.18453871252284088,-1.8954391479492283,12,4.503614373966816,156.4359792656556
186,-45.174320220947266,8.496623039245605,-0.09036974091915652,0.17870200343732384,-1.3487167358398535,12,4.513421650276946,156.3192125896764
187,-45.14327621459961,8.273014068603516,-0.07536316285202282,0.1727582959181447,-0.8865585327148425,12,4.520561561143128,156.2025265289877
188,-45.112186431884766,8.048967361450195,-0.3055077565597653,0.1985493660947556,-8.68418121337891,13,4.529098953401892,156.08586582431894
189,-45.08562469482422,7.824550151824951,-0.29628764721019163,0.2203032869483596,-8.135574340820321,13,4.516835561983359,155.97346771869684
190,-45.070838928222656,7.600811004638672,-0.27150054253600786,0.23029844136358477,-7.149505615234376,13,4.483683731763434,155.87242324791384
191,-45.0654182434082,7.377546787261963,-0.23759556462993905,0.2309408197655118,-5.957183837890635,13,4.485412451381852,155.78044820281823
192,-45.063899993896484,7.153674602508545,-0.20421130489832742,0.22766864789768276,-4.828948974609374,13,4.498643794802261,155.6921004955724
193,-45.064056396484375,6.929004192352295,-0.17409744524854529,0.2227051281058974,-3.8314056396484375,13,4.510488404758205,155.60526065371548
194,-45.06505584716797,6.703578472137451,-0.14753281141421354,0.21688259225120055,-2.966720581054696,13,4.5228128310514295,155.5191838107657
195,-45.06649398803711,6.477508544921875,-0.12441860517174351,0.21060768288675524,-2.2255249023437567,13,4.531953458245984,155.433543863108
196,-45.06819534301758,6.250865936279297,-0.10434471328216953,0.20405736630951218,-1.593589782714847,13,4.541845408510997,155.34820963093404
197,-45.07002639770508,6.023738861083984,-0.13304616788681115,0.21950450487091916,-2.4459915161132777,14,4.549100490172528,155.2630943822997
198,-45.074607849121094,5.796473979949951,-0.11531535536370324,0.21556260075443245,-1.86652374267578,14,4.552144181953555,155.18075622309607
199,-45.081268310546875,5.568967819213867,-0.0973046172189215,0.2095423738267067,-1.299613952636715,14,4.558486058076378,155.1005399165263
200,-45.08865737915039,5.341065406799316,-0.08106591769404528,0.20279465766838597,-0.8026809692382773,14,4.5666938907260075,155.02114120209254
201,-45.096282958984375,5.112778663635254,-0.06696476096433081,0.1958115127325448,-0.38181304931640375,14,4.572906508548492,154.94211178776902
202,-45.10395431518555,4.8841166496276855,-0.05481927826147059,0.18878364763246702,-0.030097961425778783,14,4.580206118226874,154.8632805719638
203,-45.111572265625,4.6551194190979,-0.04446234609070429,0.18181013139047986,0.2605133056640547,14,4.58567218308785,154.78457251603416
204,-45.11907958984375,4.4257941246032715,-0.035632556549466975,0.17494816411153175,0.4985275268554703,14,4.592257099317846,154.70593885401854
205,-45.12644577026367,4.19617223739624,-0.028165254739355598,0.16822817469201176,0.6910552978515608,14,4.597226609232697,154.6273644931143
206,-45.13364791870117,3.9662535190582275,-0.021838992303806867,0.16167549333213824,0.8450546264648439,15,4.60334313978854,154.54882947370274
207,-45.14067459106445,3.736063241958618,-0.01652930626438165,0.15529661008864265,0.9658737182617199,15,4.6079712589887585,154.47033383892813
208,-45.14750289916992,3.5055973529815674,-0.012062819607537922,0.14911686589639853,1.0589218139648375,15,4.613730685632283,154.3918560630425
