step,time,route_name,spawn_index,controller_type,tuning_value,x,y,yaw_deg,steer,throttle,brake,cross_track_error,heading_error_deg,closest_waypoint,target_waypoint,speed,distance_to_goal
0,0.0,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.62440490722656,0.9240431189537048,-0.05812389937998025,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,2,0.9800000786781311,171.16852996795186
1,0.05,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.62440490722656,0.9240431189537048,-0.05812389937998025,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,2,1.470000147819519,171.16852996795186
2,0.1,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.62440490722656,0.9240431189537048,-0.05812389937998025,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,2,1.9600002765655518,171.16852996795186
3,0.15000000000000002,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.62440490722656,0.9240431189537048,-0.05812389937998025,0.35,0.0,1.52587890625e-05,-1.1920928942248105e-07,0,2,2.450000286102295,171.16852996795186
4,0.2,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,1.9039393663555768,171.1685448108037
5,0.25,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.7244939208043042,171.1685448108037
6,0.30000000000000004,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.15844313800351034,171.1685448108037
7,0.35000000000000003,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.08698045462374449,171.1685448108037
8,0.4,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.17180360853744175,171.1685448108037
9,0.45,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.18146753311182184,171.1685448108037
10,0.5,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.16012327373030041,171.1685448108037
11,0.55,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.1294944733385104,171.1685448108037
12,0.6000000000000001,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.09944984316844523,171.1685448108037
13,0.65,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.07379887998105514,171.1685448108037
14,0.7000000000000001,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.05344238132344077,171.1685448108037
15,0.75,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.03799593821204155,171.1685448108037
16,0.8,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.026628809049798256,171.1685448108037
17,0.8500000000000001,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.018451442942355924,171.1685448108037
18,0.9,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.012663821695623755,171.1685448108037
19,0.9500000000000001,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.008623885922134271,171.1685448108037
20,1.0,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.005832366646457167,171.1685448108037
21,1.05,sturn,192,pure_pursuit,3.0,332.51141357421875,-117.6243896484375,0.9240431189537048,-0.05813509623677223,0.35,0.0,3.0517578125e-05,-1.1920928942248105e-07,0,2,0.00392298680283068,171.1685448108037
22,1.1,sturn,192,pure_pursuit,3.0,332.5141296386719,-117.62440490722656,0.919441282749176,-0.05788460906083104,0.35,0.0,0.0027161073145538376,0.004601716995239333,0,2,0.2670683511130125,171.16790015014035
23,1.1500000000000001,sturn,192,pure_pursuit,3.0,332.5506286621094,-117.62483215332031,0.8719073534011841,-0.05511493334191882,0.35,0.0,0.03921725196656017,0.052135646343231326,0,2,1.025280833735833,171.15902486551414
24,1.2000000000000002,sturn,192,pure_pursuit,3.0,332.6152648925781,-117.6257553100586,0.7988038659095764,-0.05066332877780929,0.35,0.0,0.10385990051312265,0.125239133834839,0,2,1.4477499272453462,171.1431635404431
25,1.25,sturn,192,pure_pursuit,3.0,332.6965026855469,-117.62686920166016,0.7053019404411316,-0.044990608098116947,0.35,0.0,0.18510531301889538,0.21874105930328377,0,2,1.699110718791664,171.12330596521275
26,1.3,sturn,192,pure_pursuit,3.0,332.7892761230469,-117.62803649902344,0.601969838142395,-0.038741644365942324,0.35,0.0,0.27788608080594024,0.3220731616020204,0,2,1.9436136845572431,171.1007749575868
27,1.35,sturn,192,pure_pursuit,3.0,332.8904113769531,-117.6291275024414,0.49849316477775574,-0.03252195194008875,0.35,0.0,0.3790270353071265,0.42554983496665966,0,2,2.058526332291873,171.07644378642374
28,1.4000000000000001,sturn,192,pure_pursuit,3.0,332.9979248046875,-117.63016510009766,0.40741586685180664,-0.02697702243212647,0.35,0.0,0.48654514861400483,0.5166271328926088,0,2,2.2045612628525646,171.05075889323146
29,1.4500000000000002,sturn,192,pure_pursuit,3.0,333.11004638671875,-117.63103485107422,0.3170110583305359,-0.021575558963515436,0.35,0.0,0.5986693563730188,0.6070319414138795,0,2,2.270126766775705,171.0242477054796
30,1.5,sturn,192,pure_pursuit,3.0,333.2271423339844,-117.63184356689453,0.2463061660528183,-0.017246316385235307,0.35,0.0,0.715767255772607,0.6777368336915971,0,2,2.3898650275821454,170.99673142636712
31,1.55,sturn,192,pure_pursuit,3.0,333.3482666015625,-117.63247680664062,0.17910291254520416,-0.013229861188948784,0.35,0.0,0.8368918083196654,0.7449400871992112,0,2,2.4457374055664043,170.96854624218483
